primaryTitle,startYear,numVotes,averageRating
Phone Booth,2002,295736,7.1
Frequency,2000,120396,7.4
The Whole Nine Yards,2000,133145,6.7
Ghulam,1998,12569,7.2
"O Brother, Where Art Thou?",2000,342875,7.7
Satya,1998,17764,8.2
Saving Grace,2000,19767,6.9
Small Time Crooks,2000,41764,6.7
Sarfarosh,1999,28114,8.1
The Bank Job,2008,194209,7.2
On Board,1998,16874,7.9
The Way of the Gun,2000,36418,6.6
Sexy Beast,2000,73369,7.3
Animal Factory,2000,15450,6.6
Snatch,2000,951062,8.2
Gangster No. 1,2000,15396,6.7
Baadshah,1999,21329,6.9
Hannibal,2001,306122,6.8
Gangs of New York,2002,490763,7.5
Vaastav: The Reality,1999,15482,8.0
Blow,2001,282961,7.5
Chopper,2000,43259,7.1
Hey Ram,2000,14706,8.0
Brother,2000,25427,7.1
The Score,2001,140432,6.8
The Crimson Rivers,2000,68080,6.9
The Fast and the Furious,2001,440857,6.8
The Salton Sea,2002,32895,7.0
Flickering Lights,2000,25667,7.5
The Pledge,2001,73817,6.7
Brat 2,2000,19098,7.6
Paradise Lost 2: Revelations,2000,10045,7.5
Ocean's Eleven,2001,651369,7.7
Bully,2001,42186,6.9
Hera Pheri,2000,76592,8.2
L.I.E.,2001,10867,7.1
The Man Who Wasn't There,2001,118319,7.5
Heaven,2002,26862,6.9
In the Bedroom,2001,43587,7.4
Nine Queens,2000,60315,7.9
Super Troopers,2001,116538,7.0
John Q,2002,149814,7.1
Buffalo Soldiers,2001,26057,6.7
Common Wealth,2000,13354,7.2
The Curse of the Jade Scorpion,2001,43463,6.7
Road to Perdition,2002,294638,7.7
Panic Room,2002,308112,6.8
Lammbock,2001,12198,7.2
Paid in Full,2002,15254,7.0
Catch Me If You Can,2002,1175814,8.1
Frailty,2001,96408,7.2
Ripley's Game,2002,20212,6.6
Kill Bill: Vol. 1,2003,1258728,8.2
Rush Hour 2,2001,251493,6.7
Spy Game,2001,173038,7.1
Confessions of a Dangerous Mind,2002,94204,7.0
Kiss of the Dragon,2001,68441,6.6
Narc,2002,44522,7.1
Read My Lips,2001,16998,7.3
Cowboy Bebop: The Movie,2001,55886,7.8
Bad Education,2004,65101,7.4
Dogville,2003,164937,8.0
Dark Blue,2002,25008,6.6
Better Luck Tomorrow,2002,10747,7.0
Amen.,2002,15416,7.2
Wasabi,2001,44570,6.6
Spun,2002,42093,6.7
8 Women,2002,35450,7.0
Owning Mahowny,2003,15634,7.0
Bang Bang You're Dead,2002,13338,7.7
Red Dragon,2002,304158,7.2
The Life of David Gale,2003,129905,7.5
Irreversible,2002,156790,7.3
Before the Devil Knows You're Dead,2007,117747,7.3
Carandiru,2003,23675,7.6
The Transporter,2002,331857,6.8
Ichi the Killer,2001,62462,6.9
Company,2002,16818,7.9
All About Lily Chou-Chou,2001,12932,7.5
Auto Focus,2002,15685,6.7
Chicago,2002,251194,7.2
Lilya 4-Ever,2002,52988,7.8
Dirty Pretty Things,2002,44965,7.2
Aankhen,2002,14430,7.4
Bad Santa,2003,161923,7.0
Ruby & Quentin,2003,31784,7.1
Sympathy for Mr. Vengeance,2002,78561,7.5
Bowling for Columbine,2002,151044,8.0
Confidence,2003,35991,6.6
Veronica Guerin,2003,22660,6.8
Runaway Jury,2003,116784,7.1
Sweet Sixteen,2002,16201,7.4
Wazir,2016,20514,7.1
21 Grams,2003,250469,7.6
House of Sand and Fog,2003,74646,7.5
City of God,2002,842825,8.6
The Italian Job,2003,400309,7.0
Slim Susie,2003,10798,6.9
