primaryTitle,startYear,numVotes,averageRating
Gold,2018,15232,7.3
Kesari,2019,24499,7.4
The Post,2017,168384,7.2
Ayla: The Daughter of War,2017,46381,8.2
Salyut-7,2017,12731,7.2
Spacewalk,2017,8426,7.2
The Photographer of Mauthausen,2018,13431,6.8
The Captain,2017,23172,7.3
Parmanu: The Story of Pokhran,2018,26008,7.6
A Taxi Driver,2017,35688,7.9
Resistance,2020,9668,6.6
Midway,2019,101405,6.7
At Eternity's Gate,2018,42654,6.9
Balloon,2018,14370,7.5
The Zone of Interest,2023,136896,7.3
22 July,2018,39384,6.8
Leto,2018,8303,7.3
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,14812,8.0
Munich: The Edge of War,2021,37997,6.8
'83,2021,42041,7.5
The Boy Who Harnessed the Wind,2019,48861,7.6
Won't You Be My Neighbor?,2018,27737,8.3
Marighella,2019,56577,7.1
They Shall Not Grow Old,2018,39855,8.2
The King,2019,167067,7.3
Worth,2020,19898,6.8
The Woman King,2022,79983,6.9
Flamin' Hot,2023,19755,6.8
Uri: The Surgical Strike,2019,76745,8.2
The Apprentice,2024,60862,7.1
The Courier,2020,79164,7.2
12 Mighty Orphans,2021,9686,6.9
Hamilton,2020,129901,8.3
The Warden,2019,8216,7.3
"Quo Vadis, Aida?",2020,40734,8.0
Apollo 11,2019,28078,8.1
Crip Camp,2020,8530,7.7
Dark Waters,2019,116758,7.6
The Shadow in My Eye,2021,18140,7.3
Mission Mangal,2019,19124,6.6
Pocket Hercules: Naim Süleymanoglu,2019,14987,8.2
Rolling Thunder Revue,2019,8299,7.5
Narvik: Hitler's First Defeat,2022,19630,6.6
Judas and the Black Messiah,2021,95450,7.4
Moonage Daydream,2022,15883,7.6
